id,member_id,loan_amnt,term,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_major_derog,mths_since_last_record,pub_rec,open_acc,total_acc,acc_now_delinq,tot_coll_amt,revol_bal,revol_util,total_credit_rv,tot_cur_bal,int_rate
57155164,60857913.0,8000.0,36.0,Lending Services Specialist II,< 1 year,RENT,40000.0,Not Verified,debt_consolidation,322xx,FL,27.27,0.0,1998-10-01,0.0,58.0,58.0,,0.0,13.0,23.0,0.0,0.0,5573.0,27.5,20300.0,24691.0,9.99
46772949,49920695.0,35000.0,60.0,PACS Administrator,10+ years,RENT,166000.0,Source Verified,debt_consolidation,913xx,CA,11.42,0.0,2004-12-01,0.0,,,,0.0,7.0,14.0,0.0,95.0,14889.0,73.0,20400.0,33473.0,21.67
43295115,46311827.0,28000.0,36.0,Controller,< 1 year,OWN,110000.0,Source Verified,credit_card,335xx,FL,18.52,0.0,1997-03-01,2.0,,,,0.0,16.0,34.0,0.0,0.0,74485.0,55.8,133400.0,391936.0,6.68
56057533,59719251.0,5000.0,36.0,,n/a,MORTGAGE,37372.0,Verified,debt_consolidation,598xx,MT,25.27,0.0,1981-11-01,1.0,63.0,107.0,52.0,1.0,8.0,25.0,0.0,0.0,3245.0,29.0,11100.0,3245.0,13.33
50455668,53835394.0,4000.0,36.0,Corprate Sales Rep,10+ years,RENT,62000.0,Not Verified,debt_consolidation,331xx,FL,17.94,0.0,2003-11-01,0.0,42.0,42.0,,0.0,6.0,14.0,0.0,80.0,4664.0,68.6,6800.0,41120.0,17.86
52139215,55598928.0,15000.0,60.0,Lead Operations Tech,10+ years,RENT,42000.0,Source Verified,credit_card,021xx,MA,17.2,1.0,1996-10-01,0.0,11.0,,,0.0,11.0,18.0,0.0,0.0,11443.0,63.6,18000.0,14516.0,12.69
39260637,42064395.0,10000.0,36.0,Account Executive,4 years,RENT,75000.0,Source Verified,credit_card,530xx,WI,17.94,0.0,2002-04-01,1.0,,,,0.0,15.0,26.0,0.0,0.0,11944.0,66.7,17900.0,58381.0,11.99
43699550,46716278.0,14400.0,60.0,Driver,7 years,RENT,65000.0,Source Verified,debt_consolidation,088xx,NJ,13.64,0.0,2007-03-01,0.0,,,114.0,1.0,5.0,8.0,0.0,0.0,9590.0,66.1,14500.0,41652.0,13.33
49208175,52516896.0,18000.0,60.0,TTA Coordinator,2 years,RENT,63492.0,Source Verified,debt_consolidation,209xx,MD,23.55,0.0,2007-01-01,1.0,38.0,38.0,,0.0,9.0,17.0,0.0,733.0,8616.0,47.6,18100.0,75970.0,12.69
50314407,53713165.0,12000.0,60.0,Operator,2 years,RENT,40000.0,Source Verified,debt_consolidation,017xx,MA,26.7,0.0,2005-04-01,0.0,40.0,,,0.0,14.0,29.0,0.0,0.0,10694.0,69.0,15500.0,54640.0,14.65
55160126,58730903.0,10000.0,60.0,Business unit controller,3 years,MORTGAGE,1500006.0,Source Verified,debt_consolidation,064xx,CT,2.01,0.0,1985-04-01,1.0,65.0,,,0.0,20.0,36.0,0.0,0.0,44911.0,87.5,51300.0,407156.0,19.99
40443089,43307894.0,12000.0,36.0,Assistant Warden,10+ years,MORTGAGE,62770.0,Source Verified,debt_consolidation,793xx,TX,20.55,0.0,1995-04-01,0.0,,,80.0,1.0,7.0,53.0,0.0,0.0,10349.0,70.9,14600.0,73727.0,6.39
58612214,62452928.0,6000.0,36.0,VP,3 years,MORTGAGE,70000.0,Not Verified,debt_consolidation,313xx,GA,27.44,0.0,1999-04-01,2.0,,,,0.0,14.0,29.0,0.0,0.0,22069.0,42.0,52600.0,311382.0,8.18
40513223,43378065.0,35000.0,36.0,Partner,1 year,MORTGAGE,200000.0,Source Verified,credit_card,600xx,IL,17.88,0.0,1994-05-01,2.0,35.0,49.0,59.0,1.0,10.0,23.0,0.0,0.0,147584.0,95.3,160200.0,655081.0,17.86
53654320,57185045.0,5000.0,36.0,,n/a,RENT,23753.4,Verified,credit_card,257xx,WV,15.36,0.0,1995-10-01,3.0,62.0,62.0,66.0,2.0,19.0,42.0,0.0,3173.0,7981.0,38.2,20900.0,7981.0,12.29
60557009,64577777.0,15000.0,36.0,general manager,4 years,MORTGAGE,230000.0,Source Verified,debt_consolidation,295xx,SC,5.41,0.0,1997-06-01,0.0,,,,0.0,10.0,17.0,0.0,0.0,28736.0,69.2,41500.0,381142.0,10.99
43905132,46921875.0,6200.0,36.0,tech supervisor,2 years,RENT,23000.0,Source Verified,other,300xx,GA,22.18,0.0,2010-11-01,1.0,,,,0.0,13.0,17.0,0.0,0.0,2935.0,61.1,4800.0,63642.0,24.5
57378434,61131156.0,10000.0,60.0,Supervisor Lumper,3 years,OWN,50000.0,Verified,home_improvement,750xx,TX,12.15,0.0,2012-03-01,0.0,,,,0.0,3.0,4.0,0.0,0.0,3166.0,79.1,4000.0,19613.0,19.19
55687700,59329427.0,21000.0,36.0,Project Manager,10+ years,RENT,112728.0,Verified,credit_card,553xx,MN,16.27,2.0,1995-09-01,1.0,3.0,3.0,,0.0,6.0,27.0,0.0,0.0,20505.0,80.4,25500.0,30390.0,8.18
36301879,39023321.0,21000.0,36.0,Assistant VP,1 year,RENT,101000.0,Source Verified,credit_card,100xx,NY,11.8,0.0,1993-09-01,0.0,,,,0.0,5.0,13.0,0.0,0.0,31477.0,96.6,32600.0,40324.0,7.49
44553422,47621147.0,16000.0,60.0,Process Tech,10+ years,MORTGAGE,47600.0,Source Verified,credit_card,272xx,NC,22.37,0.0,1992-09-01,2.0,38.0,38.0,,0.0,8.0,30.0,0.0,0.0,12181.0,66.2,18400.0,19203.0,17.86
46706175,49854008.0,24000.0,36.0,Registered Nurse,< 1 year,RENT,91000.0,Verified,credit_card,128xx,NY,17.78,0.0,1994-09-01,1.0,,,,0.0,16.0,29.0,0.0,0.0,31443.0,69.0,45600.0,157185.0,6.92
52688299,56198019.0,23000.0,36.0,Security Manager,10+ years,RENT,50000.0,Verified,debt_consolidation,949xx,CA,8.81,0.0,2001-11-01,0.0,,,,0.0,4.0,7.0,0.0,0.0,15817.0,84.6,18700.0,15817.0,10.99
46264733,49372453.0,24525.0,60.0,superintendent,7 years,RENT,56000.0,Source Verified,debt_consolidation,088xx,NJ,34.42,0.0,2005-10-01,1.0,,,,0.0,21.0,27.0,0.0,0.0,23135.0,66.3,34900.0,36807.0,18.84
46324647,49432376.0,10000.0,36.0,Media Coordinator/Manger,2 years,OWN,90000.0,Source Verified,medical,331xx,FL,7.03,0.0,2002-08-01,2.0,,,57.0,1.0,15.0,31.0,0.0,0.0,10689.0,45.9,23300.0,100872.0,12.69
59945521,63890245.0,8000.0,36.0,,n/a,RENT,47000.0,Source Verified,debt_consolidation,481xx,MI,7.28,0.0,1993-02-01,0.0,,,,0.0,5.0,18.0,0.0,0.0,7537.0,50.6,14900.0,7537.0,9.99
57224649,60927373.0,21000.0,36.0,Software Engineer,< 1 year,RENT,160000.0,Source Verified,credit_card,761xx,TX,15.75,0.0,1994-08-01,0.0,,,,0.0,18.0,26.0,0.0,0.0,61129.0,59.8,102300.0,61129.0,9.17
47390414,50619137.0,11000.0,36.0,Care Giver,2 years,RENT,29620.86,Verified,debt_consolidation,215xx,MD,14.06,0.0,1997-09-01,0.0,,,,0.0,9.0,15.0,0.0,0.0,12668.0,44.1,28700.0,12668.0,11.53
57684998,61437792.0,16000.0,60.0,Executive Manager,4 years,MORTGAGE,60200.0,Verified,debt_consolidation,271xx,NC,16.79,0.0,1997-11-01,0.0,29.0,,,0.0,10.0,15.0,0.0,0.0,16615.0,97.2,17100.0,143393.0,15.61
57215567,60918330.0,5000.0,36.0,Enrollment Specialist,7 years,RENT,38977.42,Verified,small_business,232xx,VA,22.04,0.0,1993-02-01,0.0,25.0,,76.0,1.0,19.0,42.0,0.0,0.0,2336.0,48.7,4800.0,154653.0,16.99
53091919,56591670.0,10000.0,36.0,vein center manager,7 years,RENT,60000.0,Source Verified,credit_card,074xx,NJ,19.7,0.0,2006-01-01,0.0,57.0,57.0,99.0,1.0,18.0,29.0,0.0,707.0,10231.0,60.5,16900.0,50786.0,13.33
54899689,58470436.0,9600.0,36.0,Clinical Supervisor,3 years,MORTGAGE,45000.0,Not Verified,credit_card,441xx,OH,32.48,3.0,2002-05-01,1.0,2.0,,,0.0,30.0,74.0,0.0,0.0,29940.0,46.1,65000.0,163869.0,9.17
58440118,62258830.0,15000.0,60.0,Driver,7 years,RENT,65000.0,Verified,debt_consolidation,454xx,OH,17.28,0.0,2004-06-01,1.0,,36.0,62.0,1.0,10.0,17.0,0.0,0.0,11992.0,64.0,18850.0,23839.0,17.57
42414184,45380927.0,28000.0,36.0,Agency Attorney,3 years,OWN,77000.0,Source Verified,credit_card,100xx,NY,11.36,1.0,1998-09-01,1.0,23.0,,,0.0,9.0,26.0,0.0,0.0,29999.0,73.2,41000.0,29999.0,7.89
40307791,43172530.0,12000.0,60.0,Surgical Admitting Clerk,10+ years,RENT,55000.0,Verified,debt_consolidation,921xx,CA,31.08,0.0,2002-03-01,1.0,,,,0.0,11.0,16.0,0.0,0.0,30472.0,92.9,32800.0,54646.0,17.14
57971361,61775110.0,26000.0,60.0,RN,10+ years,MORTGAGE,65000.0,Source Verified,debt_consolidation,431xx,OH,20.18,0.0,1997-05-01,1.0,49.0,,,0.0,12.0,28.0,0.0,558.0,35810.0,82.7,43300.0,169322.0,19.99
50525168,53904884.0,24000.0,36.0,ASM,9 years,RENT,80000.0,Source Verified,credit_card,481xx,MI,25.37,0.0,2003-11-01,1.0,,,80.0,1.0,15.0,51.0,0.0,0.0,24009.0,49.6,48400.0,128270.0,12.69
41020518,43896327.0,12000.0,36.0,Foreign Language Translator,7 years,RENT,90000.0,Source Verified,debt_consolidation,606xx,IL,14.88,0.0,1983-07-01,1.0,,,,0.0,10.0,22.0,0.0,0.0,15903.0,50.8,31300.0,43881.0,9.99
48182648,51432423.0,31700.0,36.0,physician,3 years,RENT,169000.0,Verified,debt_consolidation,335xx,FL,9.08,0.0,1987-09-01,0.0,79.0,,14.0,6.0,17.0,34.0,0.0,12890.0,3210.0,6.6,48900.0,39843.0,7.89
39639262,42462983.0,14000.0,36.0,Commercial Account Manager,10+ years,MORTGAGE,56110.18,Not Verified,debt_consolidation,365xx,AL,25.84,0.0,1993-12-01,0.0,,,118.0,1.0,21.0,31.0,0.0,326.0,14840.0,54.4,27300.0,120940.0,11.99
46547823,49685601.0,3525.0,36.0,Online Banking Specialist,1 year,MORTGAGE,46000.0,Not Verified,debt_consolidation,946xx,CA,23.61,0.0,2004-12-01,1.0,,,,0.0,16.0,26.0,0.0,0.0,10323.0,23.9,43200.0,277678.0,7.89
59542232,63475993.0,7200.0,36.0,Senior Payroll Specialist,10+ years,RENT,60000.0,Verified,debt_consolidation,891xx,NV,16.58,0.0,1998-06-01,1.0,,,,0.0,15.0,20.0,0.0,0.0,6194.0,27.7,22400.0,29064.0,16.55
57842190,61594903.0,4000.0,36.0,direct service worker,3 years,MORTGAGE,20000.0,Source Verified,credit_card,727xx,AR,7.5,0.0,2006-01-01,0.0,,,81.0,2.0,4.0,9.0,0.0,0.0,5884.0,34.0,17300.0,5884.0,7.89
50495255,53874973.0,24000.0,60.0,Osteomyelitis Care Coordinator,10+ years,OWN,80895.0,Verified,debt_consolidation,537xx,WI,15.34,3.0,1984-03-01,3.0,19.0,27.0,,0.0,8.0,39.0,0.0,0.0,6921.0,67.2,10300.0,289839.0,12.29
48494258,51742974.0,15000.0,36.0,speech-pathologist,4 years,MORTGAGE,58000.0,Not Verified,debt_consolidation,452xx,OH,23.3,0.0,2004-09-01,1.0,,,,0.0,13.0,28.0,0.0,0.0,9511.0,28.3,33600.0,287943.0,6.68
58271132,62089863.0,33600.0,36.0,Project Engineer,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,018xx,MA,16.36,2.0,2004-01-01,2.0,6.0,,67.0,1.0,29.0,50.0,0.0,0.0,12415.0,52.1,25200.0,71969.0,17.86
59581604,63515340.0,20000.0,60.0,driver,10+ years,MORTGAGE,72000.0,Not Verified,credit_card,018xx,MA,22.78,0.0,2001-10-01,0.0,77.0,,,0.0,14.0,24.0,0.0,0.0,24625.0,67.5,36500.0,278985.0,13.33
43105933,46112661.0,7000.0,36.0,Underwriter,< 1 year,OWN,93000.0,Not Verified,debt_consolidation,852xx,AZ,10.57,0.0,2001-08-01,0.0,,,,0.0,13.0,32.0,0.0,0.0,31629.0,59.8,52900.0,313285.0,12.29
60385541,64372268.0,25000.0,60.0,Teacehr,10+ years,MORTGAGE,91000.0,Not Verified,debt_consolidation,480xx,MI,22.7,2.0,1993-10-01,0.0,16.0,44.0,,0.0,15.0,30.0,0.0,0.0,22515.0,60.0,37500.0,340411.0,10.99
56119361,59781133.0,2500.0,36.0,AV Technician,2 years,RENT,50000.0,Source Verified,home_improvement,087xx,NJ,17.47,0.0,2012-03-01,1.0,,,,0.0,5.0,6.0,0.0,0.0,0.0,0.0,6800.0,42928.0,17.57
60506373,64527118.0,6000.0,36.0,Team Leader,4 years,RENT,52000.0,Source Verified,debt_consolidation,806xx,CO,25.73,0.0,2001-04-01,0.0,31.0,,,0.0,12.0,25.0,0.0,0.0,8864.0,44.5,19900.0,47491.0,7.26
50183682,53562408.0,9050.0,36.0,Machinist ,5 years,RENT,65000.0,Not Verified,credit_card,921xx,CA,17.15,0.0,2009-03-01,0.0,,,,0.0,5.0,6.0,0.0,0.0,3794.0,58.4,6500.0,34202.0,10.99
51357254,54766988.0,10000.0,36.0,Uniform Attendant,10+ years,MORTGAGE,28000.0,Not Verified,debt_consolidation,891xx,NV,7.67,0.0,2000-11-01,0.0,,,,0.0,16.0,22.0,0.0,0.0,10203.0,22.7,45000.0,10203.0,9.99
49277398,52586117.0,35000.0,36.0,Designer/merchandiser,10+ years,RENT,105000.0,Verified,debt_consolidation,117xx,NY,33.37,0.0,1999-12-01,0.0,54.0,,,0.0,19.0,34.0,0.0,0.0,59555.0,75.9,78500.0,82235.0,16.55
43520320,46547076.0,11200.0,36.0,Senior Associate,1 year,MORTGAGE,125000.0,Not Verified,debt_consolidation,605xx,IL,20.93,2.0,2000-02-01,1.0,13.0,13.0,,0.0,9.0,34.0,0.0,0.0,2784.0,26.5,10500.0,297126.0,6.92
46526977,49664733.0,26000.0,60.0,Development Officer,6 years,MORTGAGE,80000.0,Source Verified,credit_card,550xx,MN,11.21,0.0,1999-04-01,3.0,35.0,,,0.0,13.0,27.0,0.0,0.0,25695.0,47.6,54000.0,231580.0,10.99
46105427,49203173.0,5000.0,36.0,,n/a,OWN,24500.0,Source Verified,debt_consolidation,778xx,TX,7.84,0.0,1982-09-01,0.0,44.0,44.0,,0.0,5.0,10.0,0.0,0.0,3614.0,95.1,3800.0,3614.0,13.99
39651158,42474950.0,18300.0,36.0,TRUCK DRIVER,6 years,RENT,95000.0,Source Verified,debt_consolidation,021xx,MA,5.34,2.0,2002-10-01,0.0,16.0,,88.0,1.0,8.0,15.0,0.0,0.0,3637.0,37.9,9600.0,11078.0,11.99
42273435,45240164.0,21000.0,36.0,DIRECTOR OF ENGINEERING,< 1 year,MORTGAGE,105000.0,Source Verified,debt_consolidation,922xx,CA,21.04,0.0,1984-11-01,1.0,,,,0.0,20.0,34.0,0.0,0.0,35764.0,38.9,91900.0,67918.0,13.99
55210359,58781139.0,12000.0,36.0,Financial Analyst,10+ years,MORTGAGE,130000.0,Not Verified,debt_consolidation,193xx,PA,16.46,0.0,1991-02-01,0.0,33.0,,,0.0,5.0,11.0,0.0,0.0,20712.0,99.6,20800.0,96959.0,7.26
55200085,58770858.0,8825.0,36.0,massage therapist ,4 years,RENT,26000.0,Verified,debt_consolidation,802xx,CO,32.41,0.0,2009-12-01,2.0,,,89.0,1.0,17.0,28.0,0.0,0.0,9857.0,53.6,18400.0,23925.0,19.19
57823214,61575965.0,17600.0,60.0,Underwriter,7 years,RENT,40000.0,Source Verified,debt_consolidation,229xx,VA,17.34,0.0,2006-11-01,0.0,72.0,72.0,,0.0,9.0,14.0,0.0,0.0,5235.0,33.6,15600.0,18819.0,16.55
39680244,42503989.0,10000.0,36.0,Maintenance,10+ years,RENT,67000.0,Source Verified,debt_consolidation,660xx,KS,22.44,0.0,1999-06-01,2.0,,,,0.0,8.0,17.0,0.0,0.0,11098.0,62.3,17800.0,45354.0,8.19
46734438,49882240.0,25000.0,36.0,General Manager,10+ years,MORTGAGE,140000.0,Verified,debt_consolidation,489xx,MI,20.73,0.0,1997-07-01,1.0,,,,0.0,19.0,44.0,0.0,97.0,40580.0,46.3,87700.0,168958.0,9.17
46988586,50197320.0,16200.0,60.0,Experience Manager,8 years,MORTGAGE,114000.0,Verified,major_purchase,662xx,KS,1.11,1.0,1998-06-01,0.0,4.0,,,0.0,5.0,12.0,0.0,0.0,3972.0,19.9,20000.0,182616.0,12.29
58504042,62344817.0,14875.0,36.0,Security Officer,2 years,RENT,31000.0,Not Verified,credit_card,071xx,NJ,28.53,0.0,1997-03-01,1.0,,,,0.0,16.0,26.0,0.0,0.0,16829.0,34.6,48600.0,28148.0,7.26
38648869,41432794.0,15000.0,60.0,Laborer,2 years,RENT,33000.0,Source Verified,debt_consolidation,880xx,NM,30.22,0.0,2004-02-01,0.0,,,,0.0,6.0,16.0,0.0,0.0,10400.0,61.9,16800.0,38015.0,14.99
43904884,46921618.0,26000.0,36.0,belt examiner,8 years,OWN,85000.0,Source Verified,credit_card,412xx,KY,15.93,0.0,2000-02-01,1.0,,,114.0,1.0,9.0,12.0,0.0,0.0,16338.0,67.0,24400.0,48100.0,14.65
38439476,41223382.0,21600.0,60.0,Avionics Lead Technician,5 years,MORTGAGE,72000.0,Source Verified,debt_consolidation,335xx,FL,14.98,0.0,2001-09-01,0.0,25.0,,,0.0,10.0,18.0,0.0,689.0,8315.0,55.1,15100.0,131459.0,8.67
48714587,51963314.0,15000.0,60.0,Information Security Analyst 4,1 year,RENT,84000.0,Source Verified,debt_consolidation,553xx,MN,15.46,0.0,2004-01-01,0.0,65.0,65.0,,0.0,5.0,21.0,0.0,0.0,6726.0,34.5,19500.0,57781.0,8.18
49874215,53232959.0,13600.0,60.0,Sr. HealthCare System Specialist,10+ years,RENT,72000.0,Source Verified,debt_consolidation,912xx,CA,26.7,2.0,1993-11-01,3.0,9.0,38.0,,0.0,16.0,55.0,0.0,0.0,6726.0,53.0,12700.0,94260.0,17.86
55178752,58749483.0,5000.0,36.0,Owner,7 years,RENT,31000.0,Source Verified,debt_consolidation,900xx,CA,28.18,0.0,2000-03-01,0.0,,,87.0,1.0,8.0,23.0,0.0,0.0,2497.0,7.6,32800.0,17768.0,6.89
58852250,62714962.0,35000.0,60.0,Production Specialist,4 years,MORTGAGE,125000.0,Source Verified,debt_consolidation,797xx,TX,23.79,0.0,2003-10-01,0.0,,,,0.0,10.0,29.0,0.0,0.0,24923.0,81.7,30500.0,216733.0,19.99
40228167,43092922.0,20000.0,36.0,Owner,9 years,RENT,150000.0,Source Verified,credit_card,972xx,OR,10.84,0.0,2006-08-01,2.0,,,,0.0,9.0,11.0,0.0,0.0,36476.0,84.4,43200.0,52217.0,10.49
36301729,39023153.0,10000.0,36.0,Area Director,1 year,RENT,75000.0,Verified,debt_consolidation,333xx,FL,33.66,0.0,2000-03-01,0.0,29.0,,,0.0,9.0,32.0,0.0,0.0,10529.0,34.7,30300.0,88120.0,6.49
57714456,61467223.0,18000.0,36.0,Financial Center Manager,< 1 year,MORTGAGE,65000.0,Source Verified,home_improvement,890xx,NV,18.12,0.0,2003-03-01,1.0,,,,0.0,10.0,27.0,0.0,0.0,11206.0,59.3,18900.0,264499.0,7.26
40350697,43215428.0,14400.0,60.0,Clerical Associate,4 years,OWN,52000.0,Source Verified,debt_consolidation,100xx,NY,28.01,1.0,1996-08-01,0.0,10.0,,,0.0,11.0,18.0,0.0,0.0,14782.0,58.9,25100.0,18474.0,13.66
52341265,55810979.0,25000.0,60.0,senor associate,8 years,RENT,120000.0,Verified,debt_consolidation,115xx,NY,16.34,0.0,1996-07-01,0.0,41.0,,,0.0,6.0,15.0,0.0,0.0,30024.0,89.1,33700.0,63396.0,14.65
50625573,54005305.0,14000.0,36.0,Application Engineer,3 years,MORTGAGE,95000.0,Not Verified,debt_consolidation,015xx,MA,14.77,0.0,2004-03-01,1.0,,,12.0,1.0,15.0,34.0,0.0,0.0,33418.0,34.5,97000.0,42656.0,7.89
48110679,51350412.0,21600.0,60.0,fellow,< 1 year,RENT,60000.0,Source Verified,debt_consolidation,559xx,MN,28.27,1.0,2008-06-01,0.0,14.0,,,0.0,8.0,15.0,0.0,0.0,19004.0,58.8,32300.0,48423.0,13.33
59659515,63603238.0,35000.0,60.0,Sales Supervision,5 years,MORTGAGE,96000.0,Verified,credit_card,681xx,NE,24.8,3.0,1993-09-01,3.0,2.0,,,0.0,12.0,26.0,0.0,0.0,38570.0,52.0,73800.0,346442.0,13.99
41003441,43879386.0,10000.0,36.0,pastor,3 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,631xx,MO,14.47,0.0,2001-03-01,1.0,,,,0.0,9.0,18.0,0.0,0.0,17019.0,83.8,20300.0,215585.0,10.99
59451940,63385695.0,24000.0,60.0,Store Director,4 years,MORTGAGE,80000.0,Source Verified,debt_consolidation,140xx,NY,21.06,0.0,2000-01-01,0.0,66.0,66.0,,0.0,19.0,24.0,0.0,0.0,19635.0,56.7,34600.0,191287.0,18.25
50545288,53925003.0,16000.0,36.0,Senior Component Design Engineer,6 years,MORTGAGE,135000.0,Source Verified,debt_consolidation,956xx,CA,12.15,0.0,2002-10-01,0.0,,,,0.0,19.0,37.0,0.0,0.0,58158.0,45.6,82000.0,547297.0,8.18
41092205,43968036.0,30100.0,36.0,Vice President,10+ years,MORTGAGE,259000.0,Source Verified,credit_card,913xx,CA,14.46,0.0,1998-08-01,0.0,38.0,38.0,,0.0,10.0,28.0,0.0,0.0,31137.0,83.5,37300.0,531101.0,11.53
45914239,49021952.0,20000.0,36.0,sales and accounting,10+ years,MORTGAGE,145000.0,Source Verified,debt_consolidation,064xx,CT,4.26,0.0,2007-06-01,1.0,46.0,46.0,,0.0,19.0,30.0,0.0,425.0,15121.0,96.9,15600.0,239478.0,8.18
58602408,62443133.0,28275.0,60.0,Operations Manager,8 years,MORTGAGE,59800.0,Not Verified,debt_consolidation,681xx,NE,32.47,0.0,2006-07-01,1.0,,,,0.0,20.0,25.0,0.0,0.0,25056.0,55.9,44800.0,161570.0,13.99
41388831,44295566.0,10000.0,36.0,Driver/Trainer,10+ years,OWN,35000.0,Source Verified,debt_consolidation,498xx,MI,17.8,0.0,1992-07-01,0.0,,,,0.0,5.0,10.0,0.0,0.0,8539.0,100.5,8500.0,18244.0,11.53
55289444,58800194.0,19300.0,36.0,Tech Support,7 years,OWN,42000.0,Source Verified,credit_card,945xx,CA,37.01,0.0,1999-06-01,0.0,,,,0.0,8.0,12.0,0.0,0.0,29630.0,75.4,39300.0,40427.0,17.86
40472126,43336913.0,34750.0,36.0,supervisor,8 years,MORTGAGE,79000.0,Verified,debt_consolidation,276xx,NC,18.81,0.0,1999-03-01,5.0,,,,0.0,25.0,32.0,0.0,0.0,10388.0,15.3,67700.0,222968.0,18.84
47300124,50528836.0,8400.0,36.0,security,10+ years,MORTGAGE,42000.0,Not Verified,debt_consolidation,852xx,AZ,11.49,0.0,2007-08-01,1.0,,,,0.0,7.0,12.0,0.0,696.0,4637.0,45.5,10200.0,132883.0,16.55
44886378,47964163.0,16000.0,36.0,Team Leader,< 1 year,RENT,115000.0,Not Verified,debt_consolidation,342xx,FL,18.0,0.0,2000-08-01,0.0,,,102.0,1.0,14.0,28.0,0.0,0.0,14608.0,85.4,17100.0,84699.0,9.99
49955211,53324010.0,6000.0,36.0,,n/a,MORTGAGE,20000.0,Verified,debt_consolidation,604xx,IL,6.7,3.0,1990-06-01,3.0,18.0,20.0,,0.0,12.0,18.0,0.0,1849.0,2518.0,17.6,14300.0,88791.0,14.65
55942114,59603961.0,10000.0,60.0,Sales,3 years,RENT,80000.0,Source Verified,credit_card,068xx,CT,11.94,0.0,2005-10-01,0.0,,,,0.0,7.0,17.0,0.0,0.0,10269.0,97.8,10500.0,41912.0,8.18
54207228,57747947.0,5000.0,36.0,Operations Manager,3 years,MORTGAGE,84000.0,Verified,other,109xx,NY,8.1,0.0,2003-07-01,2.0,43.0,43.0,,0.0,11.0,16.0,0.0,0.0,7810.0,29.3,26700.0,15041.0,12.69
58513585,62354348.0,1875.0,36.0,clerk,10+ years,OWN,26000.0,Source Verified,debt_consolidation,403xx,KY,10.85,0.0,1985-02-01,1.0,,,119.0,1.0,8.0,13.0,0.0,0.0,7041.0,27.1,26000.0,7041.0,14.65
51979376,55409167.0,24000.0,60.0,Global IT  Project Portfolio Leader,4 years,RENT,144500.0,Source Verified,credit_card,875xx,NM,10.67,0.0,2001-10-01,0.0,,,100.0,1.0,12.0,21.0,0.0,0.0,40446.0,79.2,51100.0,52428.0,13.99
40959765,43835525.0,20000.0,36.0,Mechanic,10+ years,RENT,70000.0,Source Verified,debt_consolidation,606xx,IL,17.86,0.0,1999-11-01,0.0,29.0,48.0,,0.0,14.0,34.0,0.0,74.0,5368.0,30.7,16200.0,30236.0,11.53
55138704,58709440.0,5900.0,36.0,,n/a,OWN,17398.8,Verified,home_improvement,120xx,NY,17.05,0.0,2010-11-01,0.0,,,,0.0,5.0,5.0,0.0,0.0,3430.0,62.4,5500.0,6492.0,23.99
55483159,59084945.0,18975.0,36.0,Parole agent,10+ years,MORTGAGE,102000.0,Verified,debt_consolidation,923xx,CA,7.01,0.0,1994-02-01,0.0,26.0,26.0,21.0,4.0,11.0,26.0,0.0,0.0,8488.0,14.4,59000.0,144561.0,13.33
39937907,42782648.0,19200.0,36.0,VP Field Operations,10+ years,OWN,59000.0,Verified,debt_consolidation,750xx,TX,16.42,1.0,1997-11-01,0.0,18.0,80.0,,0.0,7.0,13.0,0.0,0.0,6142.0,89.0,6900.0,35030.0,15.59
47777255,51015969.0,3000.0,36.0,,n/a,MORTGAGE,61000.0,Verified,debt_consolidation,895xx,NV,5.31,0.0,1972-07-01,1.0,,,59.0,1.0,8.0,30.0,0.0,0.0,5231.0,24.7,21200.0,7575.0,6.68
57684399,61437174.0,15000.0,36.0,Physician Assistant,< 1 year,RENT,78000.0,Not Verified,major_purchase,462xx,IN,14.15,0.0,2006-09-01,1.0,,,,0.0,16.0,19.0,0.0,0.0,8879.0,98.7,9000.0,198068.0,12.69
57508305,61261021.0,8000.0,36.0,Regional Loss Prevention Manager ,10+ years,MORTGAGE,81000.0,Not Verified,debt_consolidation,761xx,TX,12.24,0.0,1999-09-01,1.0,25.0,,,0.0,10.0,22.0,0.0,0.0,9277.0,74.8,12400.0,131306.0,10.99
44006179,47022918.0,18000.0,60.0,registered nurse,10+ years,MORTGAGE,72000.0,Source Verified,credit_card,870xx,NM,22.48,0.0,1996-12-01,1.0,54.0,,,0.0,9.0,18.0,0.0,0.0,25179.0,58.4,43100.0,177365.0,8.18
44785551,47863282.0,15000.0,36.0,Teacher,2 years,RENT,40500.0,Source Verified,other,331xx,FL,20.92,0.0,2006-07-01,0.0,,,,0.0,6.0,9.0,0.0,0.0,2566.0,13.4,19200.0,27416.0,6.68
45434904,48542650.0,15000.0,60.0,management ,9 years,MORTGAGE,35000.0,Verified,credit_card,799xx,TX,18.11,0.0,1996-03-01,0.0,,,,0.0,10.0,20.0,0.0,0.0,14014.0,71.5,19600.0,130353.0,17.86
